ms_zoning,lot_area,land_contour,land_slope,neighborhood,condition_1,bldg_type,house_style,year_built,year_remod_add,mas_vnr_type,garage_area,wood_deck_sf,open_porch_sf,kitchen_qual,bedroom_abvgr,sale_type,saleprice,qual_cond,exter_qual_cond,bsmt_qual_cond,fireplaces_weighted,sq_ft,bsmt_weighted_sf,bath
RL,12461,Lvl,Gtl,NoRidge,Norm,1Fam,1Story,1994,1995,None,757.0,0,114,4,2,WD ,262000,40,12,12,2,1624,1540.0,2.0
RL,6950,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1979,1979,BrkFace,444.0,0,0,3,2,WD ,134900,35,9,9,0,914,776.0,1.0
RL,16905,Lvl,Gtl,Timber,Norm,1Fam,1Story,1959,1959,None,308.0,0,104,3,2,WD ,170000,30,12,9,8,1328,1158.5,1.5
RL,7155,Lvl,Gtl,Crawfor,Norm,1Fam,2Story,1926,1991,None,225.0,0,0,3,3,WD ,135000,48,9,9,4,1461,343.0,1.0
RL,9205,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1990,1991,BrkFace,473.0,237,251,4,4,WD ,290000,30,12,12,8,2683,817.0,2.5
RL,7697,Lvl,Gtl,Gilbert,Norm,1Fam,1Story,2007,2007,BrkFace,462.0,0,0,4,3,New,173500,42,12,12,0,1258,623.0,2.0
RL,7800,Bnk,Mod,Edwards,Norm,1Fam,2Story,1948,2002,None,230.0,103,0,5,3,WD ,225000,40,12,12,0,2008,749.5,3.0
RL,14357,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1961,1961,None,440.0,128,0,3,2,CWD,140500,25,9,9,3,1187,504.0,1.0
RL,8775,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1994,1994,None,299.0,0,64,3,3,WD ,126000,25,9,12,0,990,742.5,1.0
FV,2645,Lvl,Gtl,Somerst,Norm,Twnhs,2Story,1999,1999,BrkFace,480.0,169,0,4,3,WD ,170000,40,12,12,0,1586,786.0,2.5
RL,13568,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1995,1995,None,576.0,224,0,3,3,WD ,156000,25,9,12,0,990,853.0,1.0
RL,16321,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1957,1997,None,319.0,288,258,3,2,WD ,207500,30,9,9,8,1600,1380.5,1.0
FV,8640,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2007,2007,None,590.0,184,96,4,3,New,255000,40,12,12,0,1792,623.0,2.5
RM,1596,Lvl,Gtl,MeadowV,Norm,Twnhs,SLvl,1973,1973,None,297.0,0,101,3,1,WD ,94900,24,9,12,1,988,449.5,1.0
RL,7315,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1958,1958,None,338.0,0,0,3,3,WD ,140000,30,9,9,3,1170,897.5,1.0
RM,7614,Lvl,Mod,OldTown,Norm,1Fam,2Story,1905,1950,None,216.0,0,0,3,2,WD ,96900,15,9,6,0,1376,369.0,1.0
RL,11000,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1966,1966,BrkFace,480.0,0,58,3,3,WD ,154000,30,9,9,1,1154,832.0,1.5
RM,10337,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1910,1999,None,816.0,0,0,4,3,WD ,184900,72,16,9,0,1772,362.5,2.5
RL,14803,Lvl,Gtl,NridgHt,PosN,1Fam,1Story,2007,2008,BrkFace,1220.0,188,45,5,2,New,385000,50,15,15,4,2084,1857.0,2.0
RM,8765,Lvl,Gtl,IDOTRR,Norm,1Fam,1Story,1936,1950,None,327.0,0,28,3,2,WD ,106500,24,9,9,0,951,618.0,1.0
RL,12720,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,2000,2000,BrkFace,810.0,252,30,4,4,WD ,327000,40,12,12,6,2687,1314.0,2.5
RL,11128,Lvl,Gtl,Somerst,PosN,1Fam,1Story,2005,2006,Stone,795.0,70,226,5,2,WD ,468000,45,15,15,8,2490,2308.0,2.0
RM,5160,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1927,1950,None,384.0,0,0,3,3,WD ,135000,36,6,9,0,1666,602.0,1.0
RL,13072,Lvl,Gtl,SawyerW,RRAe,1Fam,1Story,2005,2005,None,484.0,0,0,3,3,WD ,142500,30,12,12,0,1141,570.5,1.5
RL,8814,Lvl,Gtl,NAmes,Feedr,1Fam,2Story,1968,1968,None,470.0,0,40,3,4,WD ,141000,30,9,9,0,1464,732.0,1.5
RL,7000,Lvl,Gtl,Edwards,Norm,2fmCon,2Story,1910,1991,None,0.0,85,0,3,3,WD ,107500,35,9,12,0,1347,1043.0,1.0
RL,4484,Lvl,Gtl,SWISU,Norm,2fmCon,1.5Fin,1942,1979,None,240.0,0,88,3,2,WD ,108500,30,9,9,0,1282,578.5,1.0
RL,9019,Lvl,Gtl,SawyerW,RRAe,1Fam,2Story,1994,1994,None,472.0,0,40,4,3,WD ,150000,30,9,12,0,1320,455.0,2.5
C (all),8520,Bnk,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1916,1950,None,0.0,0,0,3,2,WD ,78000,15,9,4,0,936,108.0,1.0
RL,11932,Lvl,Gtl,Somerst,Feedr,1Fam,1Story,2007,2008,Stone,830.0,0,24,4,3,ConLD,235128,40,12,12,0,1580,790.0,2.0
RL,14330,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1975,2001,None,440.0,140,0,3,2,WD ,163000,30,9,9,0,1558,178.0,2.0
RL,8777,Lvl,Mod,Edwards,Feedr,1Fam,1Story,1945,2007,None,240.0,0,0,3,2,ConLD,84900,18,12,0,0,640,0.0,1.0
RL,2308,Lvl,Gtl,NPkVill,Norm,TwnhsE,2Story,1974,1974,None,440.0,260,0,3,3,WD ,147000,30,9,9,2,1322,308.5,2.5
RM,2500,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1915,2005,None,164.0,0,0,5,4,WD ,155000,56,12,9,4,1826,604.5,1.5
RL,8049,Lvl,Gtl,Timber,Norm,1Fam,1Story,1990,1990,BrkFace,484.0,0,58,3,2,WD ,180000,35,9,12,3,1339,1181.0,2.0
RM,5600,Lvl,Gtl,IDOTRR,Norm,2fmCon,2Story,1930,1950,None,0.0,0,0,2,3,WD ,55000,20,4,0,0,1092,0.0,2.0
RL,9590,Lvl,Gtl,Timber,Norm,1Fam,SLvl,2003,2003,BrkFace,438.0,160,22,4,3,WD ,187500,35,12,15,4,1146,827.0,2.0
RL,7200,Lvl,Gtl,Edwards,Norm,1Fam,SLvl,1976,1976,BrkFace,352.0,296,0,3,3,WD ,125000,36,9,9,2,1125,836.0,1.0
RL,11500,Lvl,Gtl,Crawfor,Norm,1Fam,1.5Fin,1936,1987,None,180.0,0,0,4,3,WD ,250000,49,12,12,4,2057,620.0,1.5
RM,6756,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1910,1950,None,200.0,0,0,3,2,WD ,78000,30,9,12,0,899,240.5,1.0
RM,11426,Lvl,Gtl,OldTown,Norm,2fmCon,1.5Fin,1910,1996,None,0.0,0,172,3,3,WD ,118000,24,9,9,0,1486,414.0,2.0
RL,12030,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2007,2007,BrkFace,818.0,168,228,4,3,New,318000,40,15,15,0,1694,847.0,2.0
RL,9554,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1993,1994,BrkFace,471.0,182,81,4,3,WD ,215000,40,12,12,3,1911,578.5,2.5
RM,8534,Low,Gtl,IDOTRR,Norm,1Fam,1Story,1925,1950,None,0.0,0,0,3,2,WD ,72000,16,9,6,0,672,216.0,1.0
RL,11361,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1976,1976,BrkFace,478.0,0,0,3,3,COD,180000,30,9,12,3,1523,918.5,2.0
RL,12416,Lvl,Gtl,Timber,Norm,1Fam,1Story,1986,1986,Stone,616.0,192,0,3,3,WD ,184000,30,9,8,3,1651,1398.0,2.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1959,BrkFace,270.0,224,88,3,3,WD ,124500,30,9,9,0,1041,1016.0,1.0
RL,8267,Lvl,Gtl,NAmes,Feedr,Duplex,1Story,1958,1958,None,576.0,42,0,3,4,WD ,135000,25,9,9,0,1604,802.0,2.0
RM,6000,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1940,1989,None,240.0,0,11,4,3,WD ,164900,42,9,9,4,1672,751.0,1.5
RL,9600,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1969,1969,BrkFace,528.0,0,0,3,3,COD,140000,35,9,9,0,1164,582.0,1.5
RL,7350,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1958,1958,None,294.0,0,0,3,3,WD ,128000,30,9,9,0,1041,520.5,1.0
RL,7703,Lvl,Gtl,Sawyer,Norm,1Fam,SFoyer,1978,1978,BrkCmn,504.0,311,0,3,3,WD ,153000,48,9,12,1,1034,450.0,1.0
RM,4347,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1910,1950,None,228.0,0,182,3,3,WD ,127500,48,12,16,0,1609,398.0,1.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1950,2006,None,264.0,0,192,4,3,WD ,141500,40,12,9,4,1337,148.0,1.0
RL,12256,Lvl,Gtl,NoRidge,Norm,1Fam,2Story,1994,1995,BrkFace,712.0,186,32,4,3,WD ,325000,40,12,15,6,2622,1247.5,2.5
RL,9547,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1993,1993,BrkFace,472.0,190,80,4,2,WD ,188500,42,9,12,3,1594,797.0,2.0
FV,7200,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2006,Stone,572.0,0,120,4,2,New,185000,30,12,12,0,1262,1083.5,2.0
RL,13072,Lvl,Gtl,SawyerW,RRAe,1Fam,1Story,2005,2006,BrkFace,0.0,0,90,4,3,WD ,146000,30,9,16,0,1175,627.5,1.0
RM,3600,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1917,2007,None,280.0,0,103,5,3,WD ,119000,42,9,9,4,1288,312.0,1.0
RM,1680,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1971,1971,BrkFace,280.0,0,0,3,3,COD,112000,25,9,9,0,1302,315.0,2.5
FV,3316,Lvl,Gtl,Somerst,Norm,TwnhsE,1Story,2005,2005,None,550.0,0,84,4,1,WD ,197000,40,12,12,4,1247,1143.0,1.5
RL,16387,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2006,2006,Stone,831.0,0,0,5,4,New,412083,45,12,20,4,2589,1553.5,2.5
RL,13265,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,2002,2002,BrkFace,857.0,150,59,4,3,WD ,271000,40,12,12,8,1689,1393.0,2.0
RL,3242,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2003,2003,Stone,478.0,136,36,4,2,WD ,200000,35,12,12,4,1405,1202.5,2.0
RL,8991,Lvl,Gtl,NWAmes,PosN,1Fam,SLvl,1976,1976,Stone,585.0,407,36,4,3,WD ,174000,42,9,12,2,1324,624.0,2.0
RL,8000,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,None,351.0,0,0,3,3,WD ,156500,25,9,9,6,1377,1160.5,1.0
RL,9303,Lvl,Gtl,Timber,Norm,1Fam,2Story,1996,1997,BrkFace,422.0,144,122,3,3,WD ,204000,30,12,15,0,1756,807.0,2.5
RL,8544,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1966,2006,None,271.0,0,65,4,3,WD ,149350,30,9,9,0,1228,614.0,1.5
RL,11425,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1954,1954,None,275.0,0,0,3,2,WD ,137000,30,9,9,4,1008,747.0,1.0
RL,11404,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1998,1999,BrkFace,541.0,192,84,4,3,WD ,222500,35,12,12,3,2031,702.5,2.5
RL,8229,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2007,2007,Stone,440.0,100,32,4,3,New,166000,30,12,12,0,1504,376.0,2.5
RM,4485,Lvl,Gtl,OldTown,Artery,1Fam,1Story,1920,1950,None,0.0,51,0,3,2,WD ,109500,35,9,9,4,936,757.5,1.0
RL,15635,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1954,1954,None,498.0,0,0,3,2,WD ,122000,20,9,0,0,1383,0.0,1.0
RM,3153,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1920,1990,None,180.0,0,0,3,2,WD ,99900,30,9,9,4,967,483.5,1.0
FV,11096,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2006,None,826.0,0,146,4,3,WD ,249700,40,12,12,0,1656,840.0,2.0
RL,14000,Lvl,Gtl,Crawfor,Norm,1Fam,1Story,1950,2004,None,300.0,0,36,4,3,WD ,158500,48,12,9,4,1152,546.0,1.0
RL,7733,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2005,2005,None,0.0,4,50,4,3,WD ,139500,30,9,9,0,1142,583.0,1.5
RL,8098,Lvl,Gtl,Timber,Norm,1Fam,1Story,2000,2000,None,470.0,0,173,4,2,WD ,202000,30,12,12,0,1403,1200.5,2.0
RL,8393,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1959,2005,BrkFace,588.0,272,54,3,4,WD ,145000,25,9,9,0,1712,1077.0,2.0
RL,12900,Lvl,Gtl,Sawyer,Feedr,Duplex,SFoyer,1969,1969,None,400.0,120,0,3,0,WD ,108959,16,9,12,0,1258,1198.0,1.0
RL,57200,Bnk,Sev,Timber,Norm,1Fam,1Story,1948,1950,None,572.0,0,0,3,3,WD ,160000,25,9,9,6,1687,383.0,1.0
RL,8078,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1958,1958,Stone,484.0,0,0,3,4,WD ,128600,25,9,9,0,1560,780.0,2.0
RL,12384,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1976,1976,BrkFace,550.0,0,113,3,3,WD ,197900,49,9,12,3,1935,396.5,2.5
RL,9927,Lvl,Gtl,NWAmes,Norm,1Fam,SFoyer,1976,1976,Stone,596.0,444,0,3,2,WD ,172000,35,12,15,2,1083,1026.0,1.0
RL,16300,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1977,1977,None,308.0,0,0,3,3,WD ,130000,20,9,12,0,907,259.5,1.0
RL,7915,Lvl,Gtl,Timber,Norm,1Fam,1Story,1999,2000,None,435.0,165,52,4,3,WD ,195000,30,12,15,0,1675,1444.5,2.0
RL,21750,HLS,Mod,Mitchel,Artery,1Fam,1Story,1954,1954,None,520.0,0,0,3,2,WD ,113000,25,9,9,0,988,494.0,1.0
RL,9116,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,2001,2001,None,490.0,120,100,4,3,WD ,209000,40,12,15,0,1491,745.5,2.0
RL,14419,Lvl,Gtl,Timber,Norm,1Fam,SLvl,1987,1989,BrkFace,578.0,224,238,4,3,WD ,213500,35,9,12,2,1479,962.5,2.5
RL,13070,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1951,1951,None,480.0,0,0,3,2,WD ,126000,25,9,9,0,1112,469.5,1.0
RL,9855,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1956,1956,None,480.0,0,0,3,3,COD,127500,30,9,9,4,1689,718.0,1.0
RL,8118,HLS,Gtl,StoneBr,PosN,TwnhsE,1Story,2007,2007,BrkFace,557.0,156,48,5,2,WD ,334000,45,15,15,4,1710,1372.0,2.0
RL,10920,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,BrkFace,352.0,0,213,3,2,WD ,157000,30,9,9,2,1253,993.0,1.5
RL,6600,Lvl,Gtl,NAmes,PosN,1Fam,1Story,1962,1962,None,294.0,58,0,3,2,WD ,125500,25,9,9,0,864,266.0,1.0
RL,8199,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2005,2005,None,410.0,36,18,4,3,WD ,189000,35,12,12,4,1456,688.0,2.5
RL,9947,Lvl,Gtl,Mitchel,Norm,1Fam,SLvl,1990,1991,None,497.0,168,27,4,3,WD ,173000,35,9,12,0,1217,899.5,2.0
RL,14330,Low,Gtl,Veenker,Norm,1Fam,SLvl,1974,1974,BrkFace,550.0,641,100,4,3,WD ,260000,28,8,12,12,2646,1137.0,2.0
RL,10769,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2007,2007,None,578.0,144,105,4,3,WD ,212000,40,12,12,0,1768,443.0,2.5
RL,8846,Lvl,Gtl,CollgCr,Norm,1Fam,SFoyer,1996,1996,None,576.0,0,0,3,2,WD ,148000,25,12,12,0,914,584.0,1.0
RL,10600,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1964,1964,None,480.0,0,172,3,3,COD,136300,30,9,9,0,1775,266.5,2.0
RL,18890,Lvl,Gtl,Sawyer,Feedr,Duplex,1.5Fin,1977,1977,None,600.0,155,24,3,4,WD ,190000,25,9,12,3,2620,824.0,3.0
RM,9142,Lvl,Gtl,OldTown,Norm,2fmCon,2Story,1900,2006,None,420.0,192,0,3,4,WD ,139500,25,6,6,0,1627,398.5,2.0
RL,7750,Lvl,Gtl,Gilbert,RRAn,1Fam,2Story,2003,2003,None,400.0,0,48,4,3,WD ,162000,35,12,12,0,1320,330.0,2.5
RM,6060,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1939,1950,None,264.0,0,0,3,3,WD ,100000,20,9,9,0,1123,366.0,1.0
RL,10172,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1968,2003,None,288.0,0,120,3,3,WD ,126500,35,9,9,0,874,652.5,1.0
RL,10380,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1986,1987,BrkFace,576.0,201,96,4,4,WD ,301000,35,12,9,3,2730,28.0,2.5
RL,9337,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1997,1997,None,684.0,0,162,4,3,WD ,204750,30,12,12,0,1786,736.0,2.5
RL,7200,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1949,1950,None,420.0,0,0,3,2,WD ,90000,20,9,0,0,1040,0.0,2.0
RM,9600,Lvl,Gtl,OldTown,Norm,2fmCon,2Story,1920,1960,None,393.0,0,0,3,4,WD ,130000,25,9,9,0,2350,603.5,2.0
RL,8640,Lvl,Gtl,NAmes,Feedr,1Fam,2Story,1968,1968,BrkFace,530.0,0,60,3,4,WD ,155000,25,9,8,0,1770,389.0,1.5
RL,7931,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,None,308.0,0,0,3,3,WD ,155000,30,9,9,2,1269,555.5,1.5
RL,11625,Lvl,Gtl,Sawyer,Norm,2fmCon,1Story,1965,1965,None,504.0,0,0,3,3,WD ,131500,20,9,9,0,1039,940.0,1.5
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1955,1972,BrkFace,364.0,0,0,3,3,WD ,153000,36,9,9,8,1520,849.0,1.0
RL,11478,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2007,2008,Stone,772.0,0,50,4,3,WD ,306000,40,12,15,4,1704,1461.0,2.0
RL,7740,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2006,2006,BrkFace,899.0,266,100,5,1,New,332200,45,12,20,4,1686,1354.5,2.0
RL,9520,HLS,Gtl,Timber,Norm,1Fam,1Story,2007,2008,Stone,800.0,192,44,4,3,New,293077,40,12,12,4,1646,1575.5,2.0
RL,17199,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1961,1961,None,270.0,140,0,3,2,WD ,128000,28,12,9,0,914,614.0,1.0
RM,5400,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1926,2004,None,216.0,0,0,4,3,WD ,152000,42,12,9,0,1616,759.5,2.0
RL,10800,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1949,1950,None,0.0,0,0,3,4,WD ,135000,16,9,9,0,1192,360.0,1.5
RM,9900,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1880,1950,None,205.0,0,48,2,5,WD ,117500,24,9,9,0,2210,504.0,2.0
RM,6000,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1927,1950,None,576.0,0,0,3,3,WD ,127500,36,9,9,0,1296,560.5,1.0
RL,17778,Lvl,Gtl,Veenker,Norm,1Fam,1Story,1981,1981,None,676.0,266,0,4,2,WD ,373000,40,12,12,8,2497,1632.0,2.0
RM,1477,Lvl,Gtl,MeadowV,Norm,Twnhs,2Story,1970,2007,None,0.0,187,0,3,3,WD ,98000,54,12,9,0,1092,452.0,2.5
RL,19645,Lvl,Gtl,Crawfor,Norm,1Fam,SLvl,1994,2007,BrkFace,473.0,0,0,4,3,WD ,203135,42,9,12,0,1652,383.0,2.5
RL,8750,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1996,1996,None,512.0,0,120,4,2,WD ,191000,35,12,12,3,1716,440.0,2.5
RL,7785,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1956,1956,None,267.0,0,0,3,2,WD ,98000,25,9,0,0,1014,0.0,1.0
RL,10800,Lvl,Gtl,Edwards,Norm,Duplex,1Story,1987,1988,None,0.0,120,0,3,3,WD ,179000,25,9,16,0,1200,1200.0,3.0
RL,9139,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2006,2006,Stone,492.0,297,50,4,3,WD ,245000,40,12,15,4,1432,900.5,2.0
RL,10140,Lvl,Gtl,NWAmes,RRAn,1Fam,1Story,1998,1999,None,583.0,78,73,4,3,WD ,213250,35,12,15,3,1680,333.5,2.0
RL,10122,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1948,1950,None,390.0,0,0,3,1,WD ,89900,24,9,0,0,869,0.0,1.0
RL,10141,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1998,1998,BrkFace,427.0,0,94,3,3,WD ,185000,35,9,12,3,1718,416.0,2.5
RM,2205,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1973,1973,BrkFace,264.0,144,0,3,3,WD ,113500,36,9,9,0,1092,418.5,1.5
RL,10914,Lvl,Gtl,NAmes,Artery,1Fam,1Story,1929,1950,None,660.0,0,0,3,2,WD ,68000,9,6,9,0,715,357.5,1.0
RL,9196,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,2003,2003,None,573.0,100,150,4,3,WD ,201000,35,12,15,0,1560,780.0,2.0
FV,9803,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2005,2005,None,603.0,0,108,4,3,WD ,226700,35,12,12,0,1768,633.0,2.5
RL,17169,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2007,2007,BrkFace,1174.0,192,30,5,2,New,500067,50,15,15,4,2290,2002.0,2.5
RL,9171,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2004,2005,None,433.0,100,48,4,3,WD ,201490,35,12,12,4,1598,424.0,2.5
RL,9750,Low,Mod,CollgCr,Norm,1Fam,1Story,1994,1994,None,528.0,168,0,3,3,WD ,155000,35,9,12,0,990,856.0,1.0
RL,8604,Lvl,Gtl,NAmes,Norm,Duplex,SFoyer,1978,1978,BrkFace,564.0,0,40,4,2,WD ,145000,35,12,12,0,941,941.0,1.0
RM,6155,Lvl,Gtl,BrkSide,RRNn,1Fam,2Story,1920,1999,None,502.0,0,0,3,3,WD ,128000,48,9,4,0,1362,305.5,2.0
RL,9487,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2000,2000,None,442.0,0,50,3,3,WD ,187000,30,9,12,3,1690,717.5,2.5
RM,3675,Lvl,Gtl,Edwards,Norm,TwnhsE,SFoyer,2005,2006,BrkFace,525.0,0,28,3,2,WD ,145500,30,9,12,0,1072,547.0,1.0
C (all),10200,Lvl,Gtl,IDOTRR,Norm,1Fam,1Story,1925,1950,None,200.0,0,0,3,2,WD ,75000,24,9,9,0,572,286.0,1.0
RL,11750,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2005,2006,BrkFace,796.0,144,42,4,3,WD ,217000,35,12,12,0,1546,783.0,2.0
RL,11896,Lvl,Gtl,Timber,Norm,1Fam,1Story,2008,2008,Stone,660.0,100,48,4,3,WD ,220000,35,12,12,3,1346,707.0,2.0
RL,10400,Lvl,Gtl,NWAmes,Norm,1Fam,2Story,1972,1972,None,484.0,148,0,3,4,WD ,165150,30,9,9,3,1790,489.5,2.0
RL,10970,Low,Mod,CollgCr,Norm,1Fam,SLvl,1978,1978,None,576.0,0,0,3,3,WD ,147000,36,9,16,0,1026,505.0,1.0
RL,11883,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1996,1996,BrkFace,478.0,115,66,4,3,WD ,203000,35,12,12,3,1504,1097.0,2.0
RL,10552,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1959,None,447.0,0,38,4,4,WD ,165500,25,9,9,4,1700,1208.0,1.5
RL,8248,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1914,1950,None,0.0,0,0,3,2,WD ,67000,9,9,9,0,864,452.5,1.0
RL,9760,Lvl,Mod,NAmes,Norm,1Fam,2Story,1964,1993,BrkFace,440.0,239,42,4,3,WD ,187000,48,9,9,2,1851,620.5,2.5
FV,2998,Lvl,Gtl,Somerst,Norm,TwnhsE,2Story,2000,2000,BrkFace,440.0,0,32,4,2,WD ,180000,30,12,12,0,1512,631.5,2.5
RL,6821,HLS,Gtl,Crawfor,Norm,1Fam,1.5Fin,1921,2005,None,240.0,216,0,3,2,WD ,146500,42,9,9,4,1298,382.0,2.0
RL,11354,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2000,2000,None,583.0,306,113,4,3,WD ,270000,35,12,9,3,1673,1542.5,2.0
RL,9069,Lvl,Gtl,SawyerW,Norm,1Fam,SFoyer,1992,1992,None,564.0,120,0,4,2,WD ,147000,36,9,12,0,996,841.5,1.0
RL,8064,Lvl,Gtl,NAmes,Artery,1Fam,1.5Fin,1948,2004,None,280.0,414,0,3,3,WD ,132000,48,9,9,0,1224,561.5,1.0
RL,5400,Lvl,Gtl,OldTown,Artery,1Fam,1.5Fin,1920,1950,None,338.0,0,0,3,2,WD ,105000,24,6,9,0,1374,525.0,1.0
RL,5687,Bnk,Gtl,SWISU,Norm,2fmCon,2Story,1912,2000,None,0.0,0,184,2,6,WD ,135900,30,6,6,0,1716,495.0,2.0
RL,53504,HLS,Mod,StoneBr,Norm,1Fam,2Story,2003,2003,BrkFace,841.0,503,36,5,4,WD ,538000,40,15,12,4,3279,1533.0,3.5
RL,7500,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2006,2006,None,0.0,0,55,4,3,WD ,147000,35,12,16,0,1143,571.5,1.5
RL,13173,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2006,2007,Stone,840.0,404,102,5,2,WD ,325000,45,12,15,10,1652,1612.0,2.0
RL,9488,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1947,1993,None,240.0,0,60,3,3,WD ,124000,30,12,9,0,1054,523.0,1.0
RL,13526,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1965,1965,BrkFace,288.0,180,0,3,3,WD ,137000,30,9,9,0,935,560.0,1.0
RL,10410,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1915,1950,None,528.0,0,0,4,3,WD ,142900,20,9,9,3,1313,656.5,2.0
RM,12000,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1948,2005,None,528.0,0,36,4,2,WD ,147000,35,9,9,0,1122,230.0,1.0
RL,7830,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1970,1970,None,477.0,0,45,3,2,COD,128000,25,9,9,0,1180,590.0,1.5
RM,8850,Bnk,Gtl,OldTown,Norm,1Fam,2.5Unf,1916,1950,None,225.0,0,0,3,3,ConLw,144000,42,9,9,4,1690,407.5,1.0
RL,7132,Lvl,Gtl,NridgHt,Norm,TwnhsE,1Story,2006,2006,Stone,484.0,120,49,4,2,WD ,205000,40,12,12,4,1370,697.0,2.0
